"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18289","test_verify_add_item_to_cart_from_customer","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_28","",""
"","18625","test_all_filter_types","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_20","",""
"","7924","test_verify_order_details_right_pane","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_22","",""
"","19888","test_verify_cancel_button","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_12","",""
"","16309","test_verify_search_and_add_item_to_cart","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_24","",""
"","21158","test_verify_add_item_to_cart_from_side_menu","tests.regression.phase_2","2026-07-20","failed","2026-07-20","","test_TC_26","",""
"","6673","test_verify_dashboard_side_navigation","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_08","",""
"","1587","test_verify_mandatory_fields_on_sign_in_page","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_14","",""
"
Verify clicking an order search suggestion navigates
to the correct order detail page.
","8603","test_verify_order_search_suggestion_navigation","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_04","",""
"","6980","test_verify_search_filters","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_19","",""
"","4184","test_verify_create_business_quick_action","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_07","",""
"","29922","test_verify_add_multiple_products_to_cart","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_25","",""
"","6071","test_verify_order_list_displays_default_orders","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_18","",""
"","3414","test_verify_successful_login_redirects_to_dashboard","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_15","",""
"","28627","test_verify_order_summary_breakdown","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_11","",""
"","21706","test_verify_line_level_charges","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_10","",""
"","28776","test_verify_add_multiple_products_to_cart_from_customer","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_29","",""
"","6637","test_verify_invalid_username_password_validation","tests.regression.phase_2","2026-07-20","failed","2026-07-20","","test_TC_16","",""
"","6529","test_verify_header_level_filter","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_21","",""
"","12403","test_customer_search_all_supported_fields","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_01","",""
"","19927","test_verify_create_order_quick_action","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_06","",""
"","8699","test_verify_order_search_suggestion_navigation","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_03","",""
"","7629","test_verify_customer_search_suggestion_navigation","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_02","",""
"","26933","test_verify_add_multiple_products_to_cart_from_side_menu","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_27","",""
"","9444","test_verify_order_number_hyperlink","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_23","",""
"","15344","test_verify_address_suggestion_and_validation","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_45","",""
"","24941","test_verify_order_line_allocation_and_header_charges","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_09","",""
"","4106","test_verify_search_order_quick_action_navigation","tests.regression.phase_2","2026-07-20","passed","2026-07-20","","test_TC_17","",""
